4136	2126
7252	3275
3670	1001
8977	3913
5448	2705
8964	9790
6449	6562
8232	4885
4396	2986
7084	3610
870	7253
337	7751
1449	1535
9245	3248
57	169
6298	4066
3482	1833
8014	969
3142	4728
4336	768
1255	5463
7067	5997
7642	898
7044	6284
2699	4520
6546	4603
4138	1514
5841	5207
929	4915
3236	3206
3573	1912
3587	1974
4730	4210
6739	4948
3775	2760
6796	6496
6296	1408
5525	992
9475	7880
1530	9426
3274	2993
2081	1447
9139	7420
6244	3213
7287	5369
9869	4236
6840	8956
9227	7700
7805	785
1651	7606
5125	9922
9397	1
8265	1815
9254	4415
5363	8606
4288	5519
691	5468
4862	9445
5833	308
7707	2624
511	9254
3135	8042
7588	2059
6049	5254
7931	1790
6475	8854
5148	3134
1835	5787
9280	5362
5498	8962
4535	5196
5578	6908
5855	8114
3428	4813
7939	7610
7813	4359
5937	341
3584	1705
7229	7469
7814	1475
4644	7635
5908	3980
974	2035
402	1191
8564	8138
5698	2705
3371	794
7459	7695
8948	7275
2303	215
9342	2245
7271	9404
3496	4268
2158	2591
149	2460
1950	8803
4698	597
2505	1328
8189	5594
7467	6379
5345	5334
2326	1236
715	4031
2686	354
8985	1166
1551	8603
3583	2621
1254	4342
3080	4083
2836	1749
1955	2557
4720	2510
9904	4831
8550	4618
2452	5498
1101	7121
7200	622
4638	1060
320	2867
8013	8491
6957	947
1918	5537
7355	2011
8722	6893
2948	243
6204	3907
7285	9851
3525	700
8904	199
3727	5090
6148	7228
6568	2015
1684	1244
1895	663
4061	751
3996	4708
1816	6884
5775	6865
9372	3639
6266	3769
3035	612
6498	1314
8293	4683
2036	1541
2189	5669
6278	4896
3360	7287
1378	9727
2118	150
6744	519
2835	4923
7227	5507
8807	6646
4124	4883
1278	1752
698	1123
4527	4925
733	9896
8363	8424
9130	7105
8687	7618
837	3708
3751	5972
422	4520
8662	6628
4998	4778
2669	8110
6752	7458
2473	8084
1628	2799
2493	9927
5825	1329
7890	7558
7654	2031
6598	696
8905	1224
5658	7062
4771	2111
3141	9067
8400	9025
4220	5679
6927	6810
5016	2369
2411	9960
5986	8147
994	4110
7299	4459
1159	8972
4407	5833
4330	2077
8993	7683
6048	6099
2007	7960
168	9903
2903	8915
7374	3172
3616	1406
4227	9197
1014	5243
5502	8012
4166	6734
310	454
9143	5437
8255	4860
4962	8939
1796	3612
2333	1058
348	9528
816	7841
8916	1638
9728	3349
1523	9720
4173	5323
113	973
5380	2533
4937	9448
7699	2843
3702	8224
5644	3973
2627	3706
3091	711
1741	3891
9484	6285
3455	6608
2607	2712
5548	10
5808	3992
2448	9797
1066	6347
389	5921
8236	2134
5708	2163
7118	8418
5057	7493
2735	2202
8303	284
8456	9619
2353	2154
6668	2619
6557	3572
6317	7686
5952	5237
2384	6261
3075	1827
8530	808
6513	8736
3592	6359
8155	2421
1733	4509
215	3084
8611	3285
4985	2204
2138	7079
1120	6856
2726	2037
7215	3946
9288	2514
5064	1213
9575	1059
6462	5370
1739	4138
4697	3332
202	5152
6239	6550
3420	5105
609	732
4673	1405
7332	5440
3819	6380
6501	135
3197	5842
604	6860
6999	7125
4558	3820
5770	5851
6053	7282
7379	7481
899	8372
8123	8408
69	6478
4568	3304
6069	927
8001	9002
7715	498
9490	2682
6738	8878
6108	827
2021	7041
1644	6086
8594	5385
5682	821
3972	19
2890	8315
7253	3432
9949	9815
1310	6966
3333	2378
901	7836
7147	5078
3541	1785
7904	1320
4898	885
131	7576
3774	6512
6675	8607
4588	1915
5083	5480
3382	8869
6076	7067
8164	2840
9661	6855
5943	2836
4735	239
3958	7610
695	4119
3857	5468
5414	7807
3082	4244
7090	7696
6212	1203
3807	1301
6915	6940
9563	4829
6425	1953
2996	6031
6293	7372
7921	2493
9515	49
5232	2205
7243	2851
9616	4405
14	1621
8150	3990
8945	2419
9680	1051
6886	6033
5177	8194
4895	4899
6492	427
2142	5757
4534	7680
7019	1485
7714	9028
2374	9094
9478	5471
4475	5374
6205	5241
4415	379
311	4662
3532	859
8272	1298
1528	5362
9965	2414
10	4984
8439	6555
9201	1298
2638	3589
6671	1617
7305	8706
7703	8825
5383	7403
2256	6211
737	4187
9174	1942
9615	9255
8441	2530
3637	349
9204	2542
6105	2801
6553	67
524	6820
4906	3497
3023	1046
6683	6193
6499	335
4727	932
972	10
1580	2842
6270	2594
9566	2110
6321	9072
1309	8545
7718	1139
5749	4829
3123	7297
4019	9468
5915	319
2668	9032
4711	909
3754	85
6986	9284
189	2701
7871	2707
5144	1963
8759	70
9659	9515
7026	8361
410	9233
9633	5933
7274	6775
5874	8489
9830	27
2746	9939
7316	8489
9986	9744
357	9078
6051	3641
4856	1486
7335	6783
8655	2255
5395	2785
7563	1157
9930	475
4944	9672
3369	4178
8317	1300
4575	1903
2428	6729
2291	9593
4214	2515
7108	8759
6921	9242
9585	2517
5483	7469
8358	933
5346	3308
9013	2392
1016	1332
8730	8942
2943	5856
4966	4651
3739	8620
6490	4939
9932	2076
8724	8681
1324	9053
3029	1035
1481	7563
1029	1585
270	9204
5720	4030
4003	9467
3952	1574
2591	9937
1199	4697
9679	8527
7683	7152
1574	7320
3557	2407
6050	9485
8578	5930
731	9953
264	7059
3608	3008
9470	4772
9572	9770
6137	6817
3508	8757
9117	6801
4471	2466
5393	7781
7831	4879
8694	9736
1400	8814
5022	8216
820	1589
4716	2789
9740	1590
3818	7497
5274	8224
8295	4263
2193	6151
9846	4679
7235	3952
495	2801
8385	1712
8111	1177
4668	8551
1249	1484
4445	4583
4303	1993
9788	8538
8864	33
7161	8708
3944	2114
4002	613
2300	6033
9047	2627
6391	3176
4194	1510
8499	8095
4155	8836
2590	9742
4561	2398
2130	5267
4285	1708
9539	5231
4162	5862
1008	3927
5931	1651
3909	856
875	8486
3749	7083
1695	9078
3885	9739
5361	9869
6841	9459
8158	596
1348	5740
4613	1262
2347	2214
6630	5635
1218	4069
3246	9375
3462	1758
7421	5291
8467	1075
4296	7675
8241	5437
7077	8216
3275	1976
8344	8383
7516	4692
3419	1050
5957	8842
263	894
1876	4476
3349	6342
8206	2049
555	271
2554	4607
3092	5636
937	1995
637	7692
2196	142
1821	2817
5184	6601
5171	1154
4943	8155
7188	9853
5813	592
2056	1798
9682	5230
370	2172
9385	123
8166	2797
4428	1810
6815	1526
7674	246
7310	1729
4213	8503
243	4025
9362	6035
9312	1504
6064	4159
1225	5028
5953	9944
5267	3694
8766	1443
4979	4300
8569	8348
6594	2112
297	958
2382	1866
536	7103
2076	498
6201	8847
3712	5816
2105	1809
8827	1968
2712	9113
369	1897
6806	6023
9628	2750
3393	5572
757	9504
1845	2492
4084	7058
7039	8972
8970	1158
3391	4012
3487	8391
3538	6063
8186	2231
2502	2857
7476	3226
6066	2144
2394	1379
6091	9832
2589	6046
2703	9401
6220	1855
1748	194
1605	1226
5385	8259
7696	6739
2230	4294
8341	6248
9386	526
5710	5676
3260	2755
6767	9014
5491	1709
1998	4458
2126	9777
7634	3718
